dataSubmitter,traceabilityLotCode,productDescription,quantity,unitOfMeasure,harvestDateAndLocation,traceabilityLotCodeSourceLocation,cteDate,referenceDocumentTypeNumber,contaminated,gtin,sgln,pgln,eventID,parentID
Coastal Mariscos,urn:epc:class:lgtin:1114768.360678.fa48f151773e3e308,cod,642,lb,"2023-06-23 - 2023-06-29
Major Fishing Area 5
Central Atlantic",1114768.13145,2023-06-30,urn:epcglobal:epcis:LANDING.1114768,0,urn:epc:idpat:sgtin:1114768.360678,urn:epc:id:sgln:1114768.13145,urn:epc:id:pgln:1114768.13145,1114768.13145.8264687,
Harbor Maritime,urn:epc:class:lgtin:0798342.163445.f93a0efc264b49058,lobster,131,kg,"2023-06-17 - 2023-06-20
Major Fishing Area 6
Central Atlantic",0798342.16978,2023-06-21,urn:epcglobal:epcis:LANDING.0798342,0,urn:epc:idpat:sgtin:0798342.163445,urn:epc:id:sgln:0798342.16978,urn:epc:id:pgln:0798342.16978,0798342.16978.5869430,
Aqua Delights,urn:epc:class:lgtin:0679814.543881.32b3a3c81fd4575ef,mussels,345,lb,"2023-07-15 - 2023-07-24
Major Fishing Area 7
Northern Atlantic",0679814.42922,2023-07-27,urn:epcglobal:epcis:LANDING.0679814,0,urn:epc:idpat:sgtin:0679814.543881,urn:epc:id:sgln:0679814.42922,urn:epc:id:pgln:0679814.42922,0679814.42922.8463891,
Fresh Aquatics,urn:epc:class:lgtin:0814012.420411.0dc3e85d5c7826a7e,lobster,247,lb,"2023-07-11 - 2023-07-18
Major Fishing Area 1
Central Atlantic",0814012.13007,2023-07-19,urn:epcglobal:epcis:LANDING.0814012,0,urn:epc:idpat:sgtin:0814012.420411,urn:epc:id:sgln:0814012.13007,urn:epc:id:pgln:0814012.13007,0814012.13007.5632205,
Sea Aquatics,urn:epc:class:lgtin:0721255.620701.8e640a791959fa5d7,mahi mahi,551,kg,"2023-06-16 - 2023-06-22
Major Fishing Area 3
Central Atlantic",0721255.53508,2023-06-23,urn:epcglobal:epcis:LANDING.0721255,0,urn:epc:idpat:sgtin:0721255.620701,urn:epc:id:sgln:0721255.53508,urn:epc:id:pgln:0721255.53508,0721255.53508.4436103,
Deep Fisheries,urn:epc:class:lgtin:1090537.620464.61a1ea9f1108aa936,tilapia,988,lb,"2023-07-12 - 2023-07-14
Major Fishing Area 1
Southern Pacific",1090537.28416,2023-07-16,urn:epcglobal:epcis:LANDING.1090537,0,urn:epc:idpat:sgtin:1090537.620464,urn:epc:id:sgln:1090537.28416,urn:epc:id:pgln:1090537.28416,1090537.28416.1019625,
Ocean Fisheries,urn:epc:class:lgtin:0853429.658767.598edc74faad212cf,tilapia,587,lb,"2023-07-14 - 2023-07-17
Major Fishing Area 10
Central Atlantic",0853429.95587,2023-07-18,urn:epcglobal:epcis:LANDING.0853429,0,urn:epc:idpat:sgtin:0853429.658767,urn:epc:id:sgln:0853429.95587,urn:epc:id:pgln:0853429.95587,0853429.95587.1979458,
Aqua Aquatics,urn:epc:class:lgtin:0695923.376554.0c250f2766ed976a0,salmon,225,lb,"2023-06-07 - 2023-06-12
Major Fishing Area 6
Southern Atlantic",0695923.83700,2023-06-14,urn:epcglobal:epcis:LANDING.0695923,0,urn:epc:idpat:sgtin:0695923.376554,urn:epc:id:sgln:0695923.83700,urn:epc:id:pgln:0695923.83700,0695923.83700.4519732,
Coastal Mariscos,urn:epc:class:lgtin:1114768.265923.91a5163b0f2ddb689,grouper,542,kg,"2023-07-24 - 2023-07-31
Major Fishing Area 9
Central Atlantic",1114768.13145,2023-08-03,urn:epcglobal:epcis:LANDING.1114768,0,urn:epc:idpat:sgtin:1114768.265923,urn:epc:id:sgln:1114768.13145,urn:epc:id:pgln:1114768.13145,1114768.13145.7508277,
Deep Mariscos,urn:epc:class:lgtin:0689222.813265.e5af9aca85ee215a7,swordfish,559,lb,"2023-06-02 - 2023-06-07
Major Fishing Area 4
Southern Atlantic",0689222.14246,2023-06-09,urn:epcglobal:epcis:LANDING.0689222,0,urn:epc:idpat:sgtin:0689222.813265,urn:epc:id:sgln:0689222.14246,urn:epc:id:pgln:0689222.14246,0689222.14246.3642845,
Fresh Aquatics,urn:epc:class:lgtin:0812950.523617.059f63f2b752f6f87,salmon,248,lb,"2023-07-19 - 2023-07-25
Major Fishing Area 3
Southern Atlantic",0812950.51420,2023-07-28,urn:epcglobal:epcis:LANDING.0812950,0,urn:epc:idpat:sgtin:0812950.523617,urn:epc:id:sgln:0812950.51420,urn:epc:id:pgln:0812950.51420,0812950.51420.6114416,
Ocean Mariscos,urn:epc:class:lgtin:1348322.144431.83fa4063d0bd1535d,clams,237,kg,"2023-06-07 - 2023-06-11
Major Fishing Area 3
Central Pacific",1348322.82144,2023-06-14,urn:epcglobal:epcis:LANDING.1348322,0,urn:epc:idpat:sgtin:1348322.144431,urn:epc:id:sgln:1348322.82144,urn:epc:id:pgln:1348322.82144,1348322.82144.1375412,
Wave Coast,urn:epc:class:lgtin:0916080.135365.6551bbf24154ec9ba,pollock,56,lb,"2023-06-09 - 2023-06-17
Major Fishing Area 1
Central Atlantic",0916080.41569,2023-06-18,urn:epcglobal:epcis:LANDING.0916080,0,urn:epc:idpat:sgtin:0916080.135365,urn:epc:id:sgln:0916080.41569,urn:epc:id:pgln:0916080.41569,0916080.41569.6042107,
Aqua Aquatics,urn:epc:class:lgtin:0864387.459007.adb37c13c80afa211,barracuda,355,kg,"2023-06-09 - 2023-06-14
Major Fishing Area 1
Southern Atlantic",0864387.97663,2023-06-15,urn:epcglobal:epcis:LANDING.0864387,0,urn:epc:idpat:sgtin:0864387.459007,urn:epc:id:sgln:0864387.97663,urn:epc:id:pgln:0864387.97663,0864387.97663.9010292,
Marine Delights,urn:epc:class:lgtin:0639807.365547.9f4032072a4c81c5b,amberjack,138,kg,"2023-07-16 - 2023-07-18
Major Fishing Area 9
Northern Pacific",0639807.25768,2023-07-19,urn:epcglobal:epcis:LANDING.0639807,0,urn:epc:idpat:sgtin:0639807.365547,urn:epc:id:sgln:0639807.25768,urn:epc:id:pgln:0639807.25768,0639807.25768.7857859,
Deep Catches,urn:epc:class:lgtin:0812028.635785.f7951c171909f199f,mackerel,129,lb,"2023-06-15 - 2023-06-20
Major Fishing Area 5
Northern Atlantic",0812028.42473,2023-06-22,urn:epcglobal:epcis:LANDING.0812028,0,urn:epc:idpat:sgtin:0812028.635785,urn:epc:id:sgln:0812028.42473,urn:epc:id:pgln:0812028.42473,0812028.42473.2009776,
Coastal Catchers,urn:epc:class:lgtin:1122227.771386.2608cbd931beabf9b,shrimp,847,kg,"2023-07-18 - 2023-07-21
Major Fishing Area 7
Northern Atlantic",1122227.55899,2023-07-22,urn:epcglobal:epcis:LANDING.1122227,0,urn:epc:idpat:sgtin:1122227.771386,urn:epc:id:sgln:1122227.55899,urn:epc:id:pgln:1122227.55899,1122227.55899.8477153,
Fresh Seafoods,urn:epc:class:lgtin:1077512.211941.0786533764399f07d,snapper,776,kg,"2023-07-15 - 2023-07-23
Major Fishing Area 3
Central Atlantic",1077512.24839,2023-07-24,urn:epcglobal:epcis:LANDING.1077512,0,urn:epc:idpat:sgtin:1077512.211941,urn:epc:id:sgln:1077512.24839,urn:epc:id:pgln:1077512.24839,1077512.24839.4701904,
Marine Mariscos,urn:epc:class:lgtin:1140380.653398.a024a129b009f9769,haddock,330,lb,"2023-06-14 - 2023-06-23
Major Fishing Area 1
Northern Atlantic",1140380.27822,2023-06-26,urn:epcglobal:epcis:LANDING.1140380,0,urn:epc:idpat:sgtin:1140380.653398,urn:epc:id:sgln:1140380.27822,urn:epc:id:pgln:1140380.27822,1140380.27822.2921735,
Aqua Maritime,urn:epc:class:lgtin:1194918.193577.24e188395c515b17e,cod,909,lb,"2023-06-09 - 2023-06-17
Major Fishing Area 4
Southern Atlantic",1194918.58508,2023-06-20,urn:epcglobal:epcis:LANDING.1194918,0,urn:epc:idpat:sgtin:1194918.193577,urn:epc:id:sgln:1194918.58508,urn:epc:id:pgln:1194918.58508,1194918.58508.8352588,
Tidal Delights,urn:epc:class:lgtin:1055343.468699.1dcaed3adfc4c6ff9,pollock,77,lb,"2023-06-02 - 2023-06-06
Major Fishing Area 9
Southern Atlantic",1055343.30391,2023-06-07,urn:epcglobal:epcis:LANDING.1055343,0,urn:epc:idpat:sgtin:1055343.468699,urn:epc:id:sgln:1055343.30391,urn:epc:id:pgln:1055343.30391,1055343.30391.2744068,
Coastal Mariscos,urn:epc:class:lgtin:1114768.227349.e4689d3efcb973ab3,barracuda,999,kg,"2023-07-11 - 2023-07-17
Major Fishing Area 7
Central Atlantic",1114768.13145,2023-07-20,urn:epcglobal:epcis:LANDING.1114768,0,urn:epc:idpat:sgtin:1114768.227349,urn:epc:id:sgln:1114768.13145,urn:epc:id:pgln:1114768.13145,1114768.13145.7414259,
Marine Catchers,urn:epc:class:lgtin:0647333.499460.bb417a22f6e4ac4d2,jack fish,400,kg,"2023-07-06 - 2023-07-11
Major Fishing Area 5
Northern Pacific",0647333.15661,2023-07-13,urn:epcglobal:epcis:LANDING.0647333,0,urn:epc:idpat:sgtin:0647333.499460,urn:epc:id:sgln:0647333.15661,urn:epc:id:pgln:0647333.15661,0647333.15661.5075833,
Ocean Coast,urn:epc:class:lgtin:0852607.726584.42d0aaab091e95e13,trout,569,kg,"2023-06-04 - 2023-06-07
Major Fishing Area 5
Central Atlantic",0852607.84569,2023-06-09,urn:epcglobal:epcis:LANDING.0852607,0,urn:epc:idpat:sgtin:0852607.726584,urn:epc:id:sgln:0852607.84569,urn:epc:id:pgln:0852607.84569,0852607.84569.2814597,
Marine Mariscos,urn:epc:class:lgtin:1140380.145199.6cd16f640f700c6ad,trout,729,lb,"2023-06-29 - 2023-07-06
Major Fishing Area 2
Northern Atlantic",1140380.27822,2023-07-08,urn:epcglobal:epcis:LANDING.1140380,0,urn:epc:idpat:sgtin:1140380.145199,urn:epc:id:sgln:1140380.27822,urn:epc:id:pgln:1140380.27822,1140380.27822.4177157,
Tidal Aquatics,urn:epc:class:lgtin:1251343.816059.90868c80842005fe0,crayfish,172,lb,"2023-06-16 - 2023-06-19
Major Fishing Area 10
Southern Pacific",1251343.51485,2023-06-21,urn:epcglobal:epcis:LANDING.1251343,0,urn:epc:idpat:sgtin:1251343.816059,urn:epc:id:sgln:1251343.51485,urn:epc:id:pgln:1251343.51485,1251343.51485.4751465,
Tidal Coast,urn:epc:class:lgtin:1392244.610087.98a90ea425af0c9e7,crab,773,kg,"2023-07-15 - 2023-07-22
Major Fishing Area 9
Central Atlantic",1392244.97244,2023-07-23,urn:epcglobal:epcis:LANDING.1392244,0,urn:epc:idpat:sgtin:1392244.610087,urn:epc:id:sgln:1392244.97244,urn:epc:id:pgln:1392244.97244,1392244.97244.5531133,
Marine Maritime,urn:epc:class:lgtin:1271374.394238.7e4889d777575e696,haddock,538,kg,"2023-06-01 - 2023-06-11
Major Fishing Area 9
Northern Atlantic",1271374.56135,2023-06-14,urn:epcglobal:epcis:LANDING.1271374,0,urn:epc:idpat:sgtin:1271374.394238,urn:epc:id:sgln:1271374.56135,urn:epc:id:pgln:1271374.56135,1271374.56135.9229476,
Fresh Catches,urn:epc:class:lgtin:0789614.916796.fd935c3583de0fd38,trout,847,kg,"2023-06-14 - 2023-06-17
Major Fishing Area 7
Southern Atlantic",0789614.16351,2023-06-20,urn:epcglobal:epcis:LANDING.0789614,0,urn:epc:idpat:sgtin:0789614.916796,urn:epc:id:sgln:0789614.16351,urn:epc:id:pgln:0789614.16351,0789614.16351.4826298,
Deep Bay,urn:epc:class:lgtin:0952084.427286.74a214cdf8df1e642,pollock,415,lb,"2023-06-30 - 2023-07-10
Major Fishing Area 1
Central Atlantic",0952084.72068,2023-07-13,urn:epcglobal:epcis:LANDING.0952084,0,urn:epc:idpat:sgtin:0952084.427286,urn:epc:id:sgln:0952084.72068,urn:epc:id:pgln:0952084.72068,0952084.72068.4537241,
Tidal Maritime,urn:epc:class:lgtin:0618737.324931.92b979aa3136b1408,swordfish,991,lb,"2023-07-03 - 2023-07-07
Major Fishing Area 10
Northern Atlantic",0618737.79714,2023-07-10,urn:epcglobal:epcis:LANDING.0618737,0,urn:epc:idpat:sgtin:0618737.324931,urn:epc:id:sgln:0618737.79714,urn:epc:id:pgln:0618737.79714,0618737.79714.1102437,
Wave Delights,urn:epc:class:lgtin:0636926.854444.cfd3addaf9d62db5e,haddock,70,kg,"2023-07-09 - 2023-07-13
Major Fishing Area 5
Central Atlantic",0636926.81674,2023-07-14,urn:epcglobal:epcis:LANDING.0636926,0,urn:epc:idpat:sgtin:0636926.854444,urn:epc:id:sgln:0636926.81674,urn:epc:id:pgln:0636926.81674,0636926.81674.6628871,
Ocean Coast,urn:epc:class:lgtin:0821744.645765.f8b629941d671b452,salmon,628,kg,"2023-07-19 - 2023-07-21
Major Fishing Area 5
Northern Atlantic",0821744.40777,2023-07-23,urn:epcglobal:epcis:LANDING.0821744,0,urn:epc:idpat:sgtin:0821744.645765,urn:epc:id:sgln:0821744.40777,urn:epc:id:pgln:0821744.40777,0821744.40777.5244127,
Aqua Coast,urn:epc:class:lgtin:1138491.633581.b3fab3bbdb0879dbf,mahi mahi,52,lb,"2023-06-01 - 2023-06-08
Major Fishing Area 5
Central Atlantic",1138491.74552,2023-06-09,urn:epcglobal:epcis:LANDING.1138491,0,urn:epc:idpat:sgtin:1138491.633581,urn:epc:id:sgln:1138491.74552,urn:epc:id:pgln:1138491.74552,1138491.74552.1772581,
Deep Catches,urn:epc:class:lgtin:0812028.146488.bd0c205ee052cda9d,lobster,34,kg,"2023-06-02 - 2023-06-10
Major Fishing Area 2
Southern Atlantic",0812028.42473,2023-06-11,urn:epcglobal:epcis:LANDING.0812028,0,urn:epc:idpat:sgtin:0812028.146488,urn:epc:id:sgln:0812028.42473,urn:epc:id:pgln:0812028.42473,0812028.42473.7357825,
Aqua Coast,urn:epc:class:lgtin:1138491.502655.91b991d2d220914e4,tilapia,343,kg,"2023-07-15 - 2023-07-17
Major Fishing Area 8
Southern Atlantic",1138491.74552,2023-07-20,urn:epcglobal:epcis:LANDING.1138491,0,urn:epc:idpat:sgtin:1138491.502655,urn:epc:id:sgln:1138491.74552,urn:epc:id:pgln:1138491.74552,1138491.74552.2317546,
Deep Bay,urn:epc:class:lgtin:0952084.582335.127ee78fe5c893613,jack fish,616,lb,"2023-06-17 - 2023-06-21
Major Fishing Area 5
Northern Atlantic",0952084.72068,2023-06-22,urn:epcglobal:epcis:LANDING.0952084,0,urn:epc:idpat:sgtin:0952084.582335,urn:epc:id:sgln:0952084.72068,urn:epc:id:pgln:0952084.72068,0952084.72068.1104775,
Aqua Aquatics,urn:epc:class:lgtin:0695923.726032.7572fb5aff7f49c09,jack fish,573,lb,"2023-06-26 - 2023-07-04
Major Fishing Area 2
Northern Atlantic",0695923.83700,2023-07-07,urn:epcglobal:epcis:LANDING.0695923,0,urn:epc:idpat:sgtin:0695923.726032,urn:epc:id:sgln:0695923.83700,urn:epc:id:pgln:0695923.83700,0695923.83700.6987691,
Aqua Coast,urn:epc:class:lgtin:1138491.585349.ec997577796f8723c,mackerel,611,lb,"2023-06-15 - 2023-06-22
Major Fishing Area 10
Southern Atlantic",1138491.74552,2023-06-23,urn:epcglobal:epcis:LANDING.1138491,0,urn:epc:idpat:sgtin:1138491.585349,urn:epc:id:sgln:1138491.74552,urn:epc:id:pgln:1138491.74552,1138491.74552.6648934,
Coastal Aquatics,urn:epc:class:lgtin:1335410.544249.b4aee94a32147a992,trout,705,kg,"2023-06-08 - 2023-06-17
Major Fishing Area 6
Central Atlantic",1335410.86120,2023-06-19,urn:epcglobal:epcis:LANDING.1335410,0,urn:epc:idpat:sgtin:1335410.544249,urn:epc:id:sgln:1335410.86120,urn:epc:id:pgln:1335410.86120,1335410.86120.2005211,
Deep Bay,urn:epc:class:lgtin:0854321.984220.c9f56166307a7b64d,grouper,381,kg,"2023-06-23 - 2023-07-02
Major Fishing Area 1
Southern Atlantic",0854321.52130,2023-07-04,urn:epcglobal:epcis:LANDING.0854321,0,urn:epc:idpat:sgtin:0854321.984220,urn:epc:id:sgln:0854321.52130,urn:epc:id:pgln:0854321.52130,0854321.52130.2781073,
Harbor Fisheries,urn:epc:class:lgtin:0798721.220478.75104892d21111d24,jack fish,343,kg,"2023-06-05 - 2023-06-10
Major Fishing Area 4
Central Atlantic",0798721.91828,2023-06-13,urn:epcglobal:epcis:LANDING.0798721,0,urn:epc:idpat:sgtin:0798721.220478,urn:epc:id:sgln:0798721.91828,urn:epc:id:pgln:0798721.91828,0798721.91828.9951247,
Wave Aquatics,urn:epc:class:lgtin:0756618.685129.ee001e32249778fbe,snapper,351,kg,"2023-06-08 - 2023-06-17
Major Fishing Area 7
Northern Atlantic",0756618.52802,2023-06-19,urn:epcglobal:epcis:LANDING.0756618,0,urn:epc:idpat:sgtin:0756618.685129,urn:epc:id:sgln:0756618.52802,urn:epc:id:pgln:0756618.52802,0756618.52802.4921704,
Marine Bay,urn:epc:class:lgtin:1267178.436749.e20722dfb390b7fdb,snapper,424,lb,"2023-07-02 - 2023-07-09
Major Fishing Area 9
Central Atlantic",1267178.33826,2023-07-11,urn:epcglobal:epcis:LANDING.1267178,0,urn:epc:idpat:sgtin:1267178.436749,urn:epc:id:sgln:1267178.33826,urn:epc:id:pgln:1267178.33826,1267178.33826.7562335,
Coastal Catchers,urn:epc:class:lgtin:0725333.828973.2da4890eb0ff1bbff,oysters,143,kg,"2023-07-15 - 2023-07-17
Major Fishing Area 2
Southern Atlantic",0725333.34666,2023-07-19,urn:epcglobal:epcis:LANDING.0725333,0,urn:epc:idpat:sgtin:0725333.828973,urn:epc:id:sgln:0725333.34666,urn:epc:id:pgln:0725333.34666,0725333.34666.4768214,
Sea Seafoods,urn:epc:class:lgtin:1350352.119954.0c8458844ea836418,mackerel,879,kg,"2023-06-20 - 2023-06-28
Major Fishing Area 4
Central Atlantic",1350352.79184,2023-07-01,urn:epcglobal:epcis:LANDING.1350352,0,urn:epc:idpat:sgtin:1350352.119954,urn:epc:id:sgln:1350352.79184,urn:epc:id:pgln:1350352.79184,1350352.79184.3224780,
Wave Seafoods,urn:epc:class:lgtin:0780661.319742.0bc35821daa357f40,mahi mahi,203,lb,"2023-07-04 - 2023-07-06
Major Fishing Area 4
Central Pacific",0780661.62113,2023-07-07,urn:epcglobal:epcis:LANDING.0780661,0,urn:epc:idpat:sgtin:0780661.319742,urn:epc:id:sgln:0780661.62113,urn:epc:id:pgln:0780661.62113,0780661.62113.9447919,
Aqua Bay,urn:epc:class:lgtin:1110744.393995.1cdd8f84637284a37,swordfish,456,lb,"2023-07-23 - 2023-07-31
Major Fishing Area 6
Southern Atlantic",1110744.32986,2023-08-03,urn:epcglobal:epcis:LANDING.1110744,0,urn:epc:idpat:sgtin:1110744.393995,urn:epc:id:sgln:1110744.32986,urn:epc:id:pgln:1110744.32986,1110744.32986.8817952,
Deep Delights,urn:epc:class:lgtin:0831833.618390.b3ca195cc17a91898,mussels,503,lb,"2023-07-02 - 2023-07-12
Major Fishing Area 8
Northern Atlantic",0831833.69717,2023-07-14,urn:epcglobal:epcis:LANDING.0831833,0,urn:epc:idpat:sgtin:0831833.618390,urn:epc:id:sgln:0831833.69717,urn:epc:id:pgln:0831833.69717,0831833.69717.1331985,
Deep Catches,urn:epc:class:lgtin:0812028.373801.0a5a80edf440e77d4,trout,933,kg,"2023-06-13 - 2023-06-17
Major Fishing Area 4
Central Atlantic",0812028.42473,2023-06-20,urn:epcglobal:epcis:LANDING.0812028,0,urn:epc:idpat:sgtin:0812028.373801,urn:epc:id:sgln:0812028.42473,urn:epc:id:pgln:0812028.42473,0812028.42473.2171836,
Marine Delights,urn:epc:class:lgtin:0990493.961750.b9a311673f38e740f,mussels,62,kg,"2023-06-03 - 2023-06-05
Major Fishing Area 9
Central Atlantic",0990493.24933,2023-06-06,urn:epcglobal:epcis:LANDING.0990493,0,urn:epc:idpat:sgtin:0990493.961750,urn:epc:id:sgln:0990493.24933,urn:epc:id:pgln:0990493.24933,0990493.24933.5992621,
Wave Aquatics,urn:epc:class:lgtin:0971544.372561.d9105f186392ebd1d,haddock,117,kg,"2023-06-02 - 2023-06-10
Major Fishing Area 3
Northern Atlantic",0971544.81268,2023-06-13,urn:epcglobal:epcis:LANDING.0971544,0,urn:epc:idpat:sgtin:0971544.372561,urn:epc:id:sgln:0971544.81268,urn:epc:id:pgln:0971544.81268,0971544.81268.8525115,
Aqua Coast,urn:epc:class:lgtin:1138491.567404.3e307b1253cf9a185,haddock,108,kg,"2023-07-22 - 2023-07-25
Major Fishing Area 2
Central Atlantic",1138491.74552,2023-07-27,urn:epcglobal:epcis:LANDING.1138491,0,urn:epc:idpat:sgtin:1138491.567404,urn:epc:id:sgln:1138491.74552,urn:epc:id:pgln:1138491.74552,1138491.74552.3263500,
Sea Mariscos,urn:epc:class:lgtin:0894453.546991.085d8f00d671af8f2,swordfish,85,kg,"2023-06-17 - 2023-06-26
Major Fishing Area 8
Southern Pacific",0894453.14301,2023-06-27,urn:epcglobal:epcis:LANDING.0894453,0,urn:epc:idpat:sgtin:0894453.546991,urn:epc:id:sgln:0894453.14301,urn:epc:id:pgln:0894453.14301,0894453.14301.3056790,
Tidal Maritime,urn:epc:class:lgtin:0618737.825157.99d2898b04c0beee4,cod,670,lb,"2023-06-25 - 2023-07-03
Major Fishing Area 8
Central Atlantic",0618737.79714,2023-07-04,urn:epcglobal:epcis:LANDING.0618737,0,urn:epc:idpat:sgtin:0618737.825157,urn:epc:id:sgln:0618737.79714,urn:epc:id:pgln:0618737.79714,0618737.79714.2315104,
Tidal Coast,urn:epc:class:lgtin:1167720.274938.4082bd172e7f078d8,mahi mahi,754,lb,"2023-07-04 - 2023-07-07
Major Fishing Area 1
Southern Atlantic",1167720.37931,2023-07-09,urn:epcglobal:epcis:LANDING.1167720,0,urn:epc:idpat:sgtin:1167720.274938,urn:epc:id:sgln:1167720.37931,urn:epc:id:pgln:1167720.37931,1167720.37931.1517407,
Tidal Delights,urn:epc:class:lgtin:1055343.163040.d819de34c52526172,grouper,532,kg,"2023-07-11 - 2023-07-14
Major Fishing Area 5
Southern Atlantic",1055343.30391,2023-07-16,urn:epcglobal:epcis:LANDING.1055343,0,urn:epc:idpat:sgtin:1055343.163040,urn:epc:id:sgln:1055343.30391,urn:epc:id:pgln:1055343.30391,1055343.30391.6925269,
Coastal Aquatics,urn:epc:class:lgtin:1234123.713537.fa9f2de5edc3165b4,shrimp,477,kg,"2023-06-22 - 2023-06-30
Major Fishing Area 7
Central Atlantic",1234123.72973,2023-07-03,urn:epcglobal:epcis:LANDING.1234123,0,urn:epc:idpat:sgtin:1234123.713537,urn:epc:id:sgln:1234123.72973,urn:epc:id:pgln:1234123.72973,1234123.72973.5376276,
Fresh Seafoods,urn:epc:class:lgtin:0989423.469108.a8dd31906d8fa7005,barracuda,132,kg,"2023-06-08 - 2023-06-18
Major Fishing Area 5
Central Pacific",0989423.71961,2023-06-19,urn:epcglobal:epcis:LANDING.0989423,0,urn:epc:idpat:sgtin:0989423.469108,urn:epc:id:sgln:0989423.71961,urn:epc:id:pgln:0989423.71961,0989423.71961.9505765,
Aqua Coast,urn:epc:class:lgtin:0747692.840180.39c87fc00227fda25,haddock,432,kg,"2023-07-10 - 2023-07-12
Major Fishing Area 3
Central Atlantic",0747692.73897,2023-07-13,urn:epcglobal:epcis:LANDING.0747692,0,urn:epc:idpat:sgtin:0747692.840180,urn:epc:id:sgln:0747692.73897,urn:epc:id:pgln:0747692.73897,0747692.73897.5649455,
Marine Mariscos,urn:epc:class:lgtin:1140380.655467.7079096dcd9fa447f,tilapia,918,lb,"2023-06-28 - 2023-07-07
Major Fishing Area 7
Northern Atlantic",1140380.27822,2023-07-10,urn:epcglobal:epcis:LANDING.1140380,0,urn:epc:idpat:sgtin:1140380.655467,urn:epc:id:sgln:1140380.27822,urn:epc:id:pgln:1140380.27822,1140380.27822.6248859,
Fresh Mariscos,urn:epc:class:lgtin:0883535.158855.9fea2702b76e0da8a,mahi mahi,329,kg,"2023-06-28 - 2023-07-06
Major Fishing Area 1
Southern Atlantic",0883535.49714,2023-07-07,urn:epcglobal:epcis:LANDING.0883535,0,urn:epc:idpat:sgtin:0883535.158855,urn:epc:id:sgln:0883535.49714,urn:epc:id:pgln:0883535.49714,0883535.49714.9563657,
Aqua Catchers,urn:epc:class:lgtin:0682383.489786.e0560179a29d8c5e7,grouper,254,lb,"2023-07-07 - 2023-07-13
Major Fishing Area 6
Southern Atlantic",0682383.34420,2023-07-16,urn:epcglobal:epcis:LANDING.0682383,0,urn:epc:idpat:sgtin:0682383.489786,urn:epc:id:sgln:0682383.34420,urn:epc:id:pgln:0682383.34420,0682383.34420.8068613,
Marine Maritime,urn:epc:class:lgtin:1087774.791089.b1f4c211627169dc2,barracuda,854,kg,"2023-06-26 - 2023-07-05
Major Fishing Area 5
Northern Atlantic",1087774.52772,2023-07-07,urn:epcglobal:epcis:LANDING.1087774,0,urn:epc:idpat:sgtin:1087774.791089,urn:epc:id:sgln:1087774.52772,urn:epc:id:pgln:1087774.52772,1087774.52772.9629531,
Coastal Catchers,urn:epc:class:lgtin:1122227.864553.b137602ab1c64aafe,swordfish,350,kg,"2023-06-01 - 2023-06-07
Major Fishing Area 3
Central Atlantic",1122227.55899,2023-06-08,urn:epcglobal:epcis:LANDING.1122227,0,urn:epc:idpat:sgtin:1122227.864553,urn:epc:id:sgln:1122227.55899,urn:epc:id:pgln:1122227.55899,1122227.55899.1908867,
Wave Catches,urn:epc:class:lgtin:1119819.319195.9cf70c2416eea665a,barracuda,141,kg,"2023-07-12 - 2023-07-21
Major Fishing Area 9
Northern Pacific",1119819.31542,2023-07-24,urn:epcglobal:epcis:LANDING.1119819,0,urn:epc:idpat:sgtin:1119819.319195,urn:epc:id:sgln:1119819.31542,urn:epc:id:pgln:1119819.31542,1119819.31542.6131866,
Coastal Delights,urn:epc:class:lgtin:0912866.478651.f5f52f1a3e10deb34,shrimp,710,kg,"2023-07-14 - 2023-07-18
Major Fishing Area 7
Southern Pacific",0912866.52865,2023-07-19,urn:epcglobal:epcis:LANDING.0912866,0,urn:epc:idpat:sgtin:0912866.478651,urn:epc:id:sgln:0912866.52865,urn:epc:id:pgln:0912866.52865,0912866.52865.9795602,
Harbor Maritime,urn:epc:class:lgtin:0798342.538554.37c3f501d65d3cb60,shrimp,118,kg,"2023-07-20 - 2023-07-29
Major Fishing Area 1
Northern Atlantic",0798342.16978,2023-08-01,urn:epcglobal:epcis:LANDING.0798342,0,urn:epc:idpat:sgtin:0798342.538554,urn:epc:id:sgln:0798342.16978,urn:epc:id:pgln:0798342.16978,0798342.16978.1557962,
