businessType,businessName,primaryPhone,streetAddress,city,state,zip,companyPrefix,sizeWeight,gln
packaging,Secure Packaging,4845355163,4396 Harper Field Apt. 212,North Jasminebury,AZ,47202,0868128,0.05,0868128.13435
packaging,Bio Pack,(434)608-9403,33857 Mitchell Mountains,Stonetown,PA,18689,1150745,0.05,1150745.19325
packaging,Quality Solutions,960-686-0334,56399 Elizabeth Burgs,New Jack,HI,83829,1364503,0.05,1364503.37163
grocery,Wholesome Shop,(396)418-5236,49147 James Passage,Mcdanielborough,MA,81755,1124081,0.05,1124081.45801
seafoodFarm,Aqua Aquafarm,(297)699-3653,389 Haney Haven,Colemanside,TX,06405,0834252,0.05,0834252.36772
restaurant,Savory Bistro,5368621739,2996 Mccoy Cove Apt. 886,East Kurt,IL,56758,1235175,0.15,1235175.33674
farm,Breezy Acres Farm,520-858-2988,2659 Courtney Summit,Mccoymouth,NE,12077,0865040,0.05,0865040.11914
wholesaler,Quality Provisions,9554407390,1513 Christian Freeway,Jenniferfurt,MS,37279,1288247,0.05,1288247.86756
packaging,Eco Wraps,8337248781,5766 Perry Alley Apt. 597,South Michael,KS,44794,0726998,0.05,0726998.65278
farm,Happy Valley Farm,728-566-6026,39959 Christopher Port,New Michelleborough,OR,01919,0832356,0.8,0832356.41907
packaging,Fresh Packaging,(358)966-8259,769 Doyle Mews,Port Linda,TX,11700,1273539,0.15,1273539.15163
groceryNoTransform,Fresh Emporium,925-729-4625,20481 Justin Valleys,Johnsontown,VT,09933,1295057,0.05,1295057.57413
landBasedReceiver,Tidal Aquatics,946-602-3886,2989 Meghan Port,Jonesland,CA,97951,1011669,0.05,1011669.83845
packaging,Eco Encase,623-963-9050,8019 Williams Cliff Suite 308,Martinezchester,AZ,17922,1351625,0.05,1351625.90962
landBasedReceiver,Wave Seafoods,(244)924-5736,17281 Chad Camp,West Jenniferview,WA,56057,0780661,0.15,0780661.62113
processor,Wholesome Products,993-659-0994,612 Andrews Courts Suite 217,Mooreside,MN,55247,1354496,0.05,1354496.69941
grocery,Fresh Emporium,(201)876-3526,63999 Kathleen Parks,Farmermouth,CA,77583,1134206,0.8,1134206.46554
restaurant,Fusion Restaurant,6399247259,45481 Lauren Prairie Suite 842,Penastad,IL,57209,1285819,0.05,1285819.84326
processor,Natural Industries,378-324-3265,436 Baker Bridge,New Stevenhaven,OR,43906,1231529,0.05,1231529.60140
groceryNoTransform,Gourmet Mart,706-508-1922,998 David Creek Suite 767,Michelleborough,OK,10697,0710028,0.05,0710028.58616
groceryNoTransform,Delicious Outlet,776-997-1433,7315 Harrison Junction,East Lisa,OK,39942,1257151,0.05,1257151.79285
processor,Innovative Kitchen,8224142172,138 Cassandra Bypass Apt. 623,Martinmouth,AL,92967,1347338,0.15,1347338.63579
restaurant,Savory Brasserie,6793872397,09935 Kelli Green Suite 796,East Kevinhaven,TN,92917,0791679,0.05,0791679.57597
restaurant,Gourmet Cafe,638-475-2227,264 Kane Shore,Josephfort,MH,18764,1037848,0.05,1037848.88108
seafoodFarm,Ocean Aquaculture,(548)608-2542,2688 George Ramp Suite 800,Lake Sean,CA,04694,1190752,0.15,1190752.25756
seafoodFarm,Nautical Fish Haven,830-857-5750,022 Kyle Cliffs Apt. 237,Port Allison,RI,53655,0966378,0.05,0966378.26470
distributor,Premium Trade,(279)888-2585,7083 Bates Squares,Kristenburgh,PW,93562,0765445,0.05,0765445.23477
restaurant,Cozy Bistro,9207708217,233 Gray Highway,Sarahchester,PR,26005,1189967,0.8,1189967.44898
processor,Innovative Products,(862)649-0463,4193 Kennedy Trail Suite 427,Port Daniellefort,NV,32596,0631817,0.05,0631817.40594
seafoodFarm,Aqua Aquafarm,5238388379,1724 Jones Pass Suite 100,Robertmouth,AL,95870,1285690,0.05,1285690.31252
farm,Sunny Meadows Farm,(460)825-8753,8149 Ellis Roads,New Maryview,KY,31981,1313970,0.15,1313970.80857
processor,Quality Kitchen,7172780390,80063 Erika Points,Lake Matthew,DC,58993,0827230,0.05,0827230.63902
landBasedReceiver,Wave Mariscos,549-240-8830,3072 Christian Garden Suite 132,Carrieborough,FL,53274,1276660,0.05,1276660.28307
restaurant,Gourmet Tavern,595-636-7290,80289 Martin Stravenue,Stevenchester,SC,65059,0824687,0.05,0824687.59256
groceryNoTransform,Gourmet Foods,980-809-1043,59895 Weeks Groves Suite 492,Stewarthaven,PR,54301,0757801,0.05,0757801.87528
grocery,Tasty Market,6115599008,716 Garcia Row,Wallacechester,WA,36794,0985581,0.15,0985581.11149
packaging,Green Packs,6878034440,763 Pearson Port,Joshuabury,LA,56947,1025698,0.05,1025698.31307
wholesaler,Gourmet Market,(675)580-9653,7538 Bethany Mountains,New Davidport,WY,65137,0788819,0.15,0788819.45937
wholesaler,Quality Imports,6856053187,650 Jacobs Lodge,West Kari,AS,57844,0935259,0.05,0935259.15013
distributor,Superior Trade,8937736433,234 Christina Glen Apt. 363,New Matthew,WI,70432,1381604,0.8,1381604.93482
distributor,International Imports,(444)268-5643,163 Eric Dam Suite 337,Port Laura,MP,73657,0910063,0.15,0910063.64130
distributor,Global Trade,2312016956,421 Morrow Greens,Port Kennethside,OH,48833,1113346,0.05,1113346.71351
landBasedReceiver,Deep Bay,4259142465,5893 Haynes Station Apt. 104,Port Michelle,ME,26547,1054017,0.05,1054017.16487
processor,Organic Operations,2208151456,93863 Randolph Square Suite 348,North Laura,IA,35996,1343096,0.05,1343096.71597
packaging,Secure Box,4449051547,721 Reed Ports,Wallacefort,TN,21226,1065829,0.05,1065829.41161
grocery,Premium Grocery,(796)516-0232,3272 Bautista Skyway,Lake Isaacton,MI,10930,1336894,0.8,1336894.50395
processor,Premium Foods,4507292734,259 David Spur Apt. 651,New Chloeland,TN,43099,1123648,0.15,1123648.24489
restaurant,Savory Tavern,593-266-1560,7031 Tonya Knolls,West Anthonyside,LA,93902,0795344,0.05,0795344.88379
packaging,Quality Containers,(633)651-4332,6020 Cindy Estates Apt. 513,Kathrynshire,NY,04002,1243045,0.05,1243045.92235
restaurant,Fusion Cafe,2616143216,8976 Peter Lakes Suite 935,West Brendamouth,NV,95691,0954754,0.05,0954754.27599
grocery,Healthy Emporium,923-733-4155,916 Miller Run,North Kathyview,HI,75864,0882244,0.15,0882244.60936
packaging,Premium Packs,(950)701-2592,6914 Benjamin Lane,Lindsaybury,VA,68176,0922392,0.05,0922392.99217
restaurant,Charming Eatery,463-971-4727,61906 Shannon Ports Apt. 214,East Jonathanchester,NJ,85827,0737697,0.15,0737697.26891
restaurant,Charming Tavern,6238918674,20647 Denise Harbor Suite 938,Sharonmouth,AZ,16779,1360099,0.15,1360099.39332
groceryNoTransform,Healthy Foods,(887)788-9503,60478 Fischer Freeway,Port Jonathan,WI,11242,0966400,0.15,0966400.19323
packaging,Quality Containers,(881)363-6233,574 Lori Hill Suite 897,East Tina,FL,62329,0797817,0.8,0797817.24530
wholesaler,Fresh Distributors,604-743-1990,618 Matthew Greens,West Christyview,NV,03844,0687017,0.05,0687017.38699
processor,Premium Provisions,(284)522-8223,9378 Cortez Isle,Ericksonfurt,FL,79059,0613291,0.05,0613291.23591
seafoodFarm,Marine Aquafarm,(277)398-5580,30269 Linda Locks Suite 890,East Trevor,AK,99429,1393824,0.8,1393824.95334
packaging,Bio Containers,7974383000,09729 Kelly Isle,New Kari,PA,01136,1241830,0.15,1241830.42372
groceryNoTransform,Gourmet Outlet,3763665670,22129 Elizabeth Station Apt. 575,Lake Paul,IL,70720,0831843,0.05,0831843.55530
restaurant,Cozy Kitchen,(544)743-2288,344 Andrew Flats,Lake Lisa,AS,06612,0978710,0.05,0978710.74850
seafoodFarm,Marine Aquafarm,(971)853-2864,549 Jerry Valleys Apt. 391,North Alicia,LA,48849,1248463,0.05,1248463.34199
groceryNoTransform,Premium Emporium,(719)771-2194,372 Thompson Spring,West Shannonfurt,AR,66149,0637287,0.15,0637287.41436
grocery,Organic Foods,4688673991,0050 Lindsey Ways Suite 307,Josephland,VA,13283,1386490,0.05,1386490.29149
groceryNoTransform,Fresh Market,2197828755,5144 Jamie Park Suite 667,Tiffanytown,ND,17083,0662031,0.15,0662031.55929
grocery,Tasty Emporium,(701)923-1640,00600 Orozco Stravenue Suite 777,Lake Sara,HI,88794,0856730,0.05,0856730.42753
grocery,Fresh Store,(310)579-1798,2883 Caleb Island,North Gavinmouth,NM,06114,0922846,0.05,0922846.45639
wholesaler,Global Market,8057614935,02866 David Points Suite 335,West Kathrynfort,VT,60244,0653336,0.05,0653336.72334
packaging,Eco Packs,491-486-2252,552 Wood Port Apt. 962,South Peterberg,NY,38518,0990787,0.05,0990787.81759
seafoodFarm,Nautical Aquaculture,904-875-8582,79083 Saunders Knolls,Travischester,AK,19040,1116736,0.05,1116736.64678
landBasedReceiver,Wave Delights,613-628-5033,492 Jason Knolls,Kevinfurt,MS,52384,1338838,0.05,1338838.99437
restaurant,Gourmet Restaurant,5159423378,6768 Fernandez Run,Judithton,WV,96998,1217386,0.05,1217386.81611
restaurant,Exquisite Bistro,(571)890-3400,89195 Hansen Wells,Jamesmouth,MH,46481,1316401,0.05,1316401.18508
groceryNoTransform,Premium Emporium,480-531-7792,760 Michelle Valleys,Boydland,MI,46196,0633392,0.15,0633392.61259
grocery,Natural Emporium,351-531-4939,28405 Anthony Track Suite 646,Port Monicaton,WY,74991,1258360,0.05,1258360.60594
landBasedReceiver,Coastal Fisheries,7253438071,7480 Cynthia Ways,Antoniofurt,WA,94538,0616237,0.05,0616237.60260
groceryNoTransform,Delicious Mart,901-872-3172,657 Tyler Stream Suite 856,Martinezborough,NY,61254,0752295,0.15,0752295.61923
wholesaler,Premium Imports,3779921866,87522 Desiree Plains,Joanmouth,MN,83558,0661401,0.05,0661401.24176
farm,Golden Acres Farm,289-339-5030,433 Holland Passage Apt. 205,Douglashaven,WY,27846,0911871,0.15,0911871.20943
wholesaler,Top Foods,5583231953,49658 Russell Coves Apt. 944,West Joseph,AZ,25084,0850105,0.05,0850105.38859
landBasedReceiver,Fresh Catchers,6775278621,975 Christopher Lights,Hansenburgh,LA,22961,0612933,0.05,0612933.93331
groceryNoTransform,Wholesome Bazaar,(928)326-9484,34009 Brenda Forks,Rachelview,NV,73786,1265588,0.05,1265588.66769
farm,Breezy Harvest Farm,(280)800-4080,65539 Frank Port Suite 990,South Robertview,ID,18797,0718051,0.15,0718051.89030
landBasedReceiver,Marine Bay,4544378538,263 Curtis Path Apt. 330,South Courtneyhaven,MS,50705,1267178,0.05,1267178.33826
landBasedReceiver,Aqua Bay,4833297800,195 Julia Brook Suite 416,South Veronicaberg,SC,81176,1110744,0.05,1110744.32986
packaging,Premium Packs,4482757876,465 Tammy Summit Apt. 422,Port Brittanyland,MP,29191,0844393,0.05,0844393.58315
wholesaler,Gourmet Market,9784141784,60063 Carolyn Islands,East Michelle,NV,27764,0735642,0.05,0735642.92236
landBasedReceiver,Aqua Seafoods,828-834-6750,265 Reilly Haven,Port Kevinstad,MD,59749,0989079,0.05,0989079.42714
processor,Premium Processing,(660)491-9066,03549 Walter Burg,Juliafurt,UT,89203,1293239,0.05,1293239.79718
restaurant,Authentic Bistro,(632)972-7170,450 Howard Fords Apt. 467,New Dominic,AZ,55904,0950560,0.15,0950560.45162
landBasedReceiver,Marine Aquatics,(450)800-7913,7578 Miller Rest Apt. 570,West Brandonshire,MA,18840,1265685,0.05,1265685.71413
processor,Premium Solutions,(523)229-9771,7693 Allen Route,New Mario,LA,83744,1073764,0.8,1073764.89491
groceryNoTransform,Fresh Market,(502)234-7343,02076 Robert Village,Lake Dawnburgh,AR,82832,0841675,0.05,0841675.59479
grocery,Premium Mart,(910)672-5685,12844 Lauren Drive,Rodriguezstad,MP,33343,0860560,0.05,0860560.79592
wholesaler,Premium Supplies,591-532-3289,832 Diaz Track,South Brandontown,MI,01220,0943495,0.15,0943495.95073
seafoodFarm,Nautical Fish Haven,729-750-6293,2096 Nguyen Island,East Jennifer,NC,57999,1167814,0.05,1167814.15684
landBasedReceiver,Ocean Catchers,7209538370,49643 Rivera Drive,North Sarah,LA,08920,1324608,0.05,1324608.59316
distributor,Prime Imports,938-536-5919,945 Sabrina Orchard Apt. 949,Harperfurt,AL,59052,0643593,0.8,0643593.25592
restaurant,Exquisite Eatery,9689990723,0028 Danielle Turnpike,Jameshaven,IN,46869,0632545,0.05,0632545.91436
packaging,Premium Packaging,814-757-9312,815 Doris Center Apt. 932,New Brianna,NM,41641,0654872,0.8,0654872.41977
distributor,Fine Services,227-705-0323,7685 Jean Locks,East Angela,NJ,87217,0867870,0.15,0867870.78699
distributor,International Supply,671-649-5439,031 Shannon Estate Apt. 144,Tammybury,MH,71251,0897565,0.05,0897565.31501
groceryNoTransform,Tasty Shop,(455)420-0337,6553 Douglas Field Apt. 330,North Shannonburgh,MD,64334,0815796,0.05,0815796.20844
groceryNoTransform,Organic Grocery,7285062788,4809 Robert Field,New Benjamin,WA,25972,0666166,0.05,0666166.16132
distributor,Gourmet Distribution,8634490254,089 Wright Ridges,East Daniel,PW,62327,1199642,0.8,1199642.95100
restaurant,Delicious Bistro,(291)626-9458,69240 Davis Square,Martinborough,WY,30675,0666761,0.15,0666761.90356
restaurant,Savory Restaurant,(956)509-4005,29011 Johnson Route Apt. 921,Lake Ashley,KY,83115,0845375,0.05,0845375.33059
packaging,Advanced Wrap,392-779-3155,244 Gray Squares,Wrightville,VA,84732,0691810,0.05,0691810.77780
seafoodFarm,Blue Aquaculture,971-584-4904,219 Reynolds Shoals,Loveport,GA,06938,0888562,0.15,0888562.16789
farm,Breezy Hills Farm,4499926613,57022 Jeremiah Crossing,Wardburgh,OK,02711,1190753,0.05,1190753.73825
grocery,Premium Foods,417-785-7840,98143 Patel Curve,Edwinbury,OR,83607,1316152,0.8,1316152.12477
seafoodFarm,Aqua Aquaculture,8547135432,115 Amy Landing,Dennisburgh,CT,90073,1098873,0.8,1098873.62701
processor,Global Cuisine,(279)571-7649,0775 Tracy Brook,South Jeremiahshire,NC,81663,1114122,0.05,1114122.69238
distributor,Gourmet Supply,(671)973-8776,06271 Jackson Vista,Melissastad,MT,23770,0756220,0.05,0756220.74279
processor,Innovative Products,(819)464-3172,5296 Thomas Village,New Kimberly,MT,74669,1219561,0.15,1219561.46998
seafoodFarm,Nautical Fish Haven,(423)542-7017,8272 Christina Views Suite 092,Julieburgh,MA,44819,0874534,0.8,0874534.79838
groceryNoTransform,Wholesome Bazaar,(578)361-1827,812 Matthew Forges,Olsenborough,CT,19768,0784361,0.05,0784361.51504
packaging,Global Encase,567-840-8491,00499 Johnson Plains,New Charlesborough,PA,16110,1122314,0.15,1122314.11203
landBasedReceiver,Ocean Aquatics,8075647286,847 Erin Cliff,New Terrimouth,SC,00518,1363330,0.05,1363330.33397
processor,Quality Industries,779-756-5477,4121 Bowers Prairie Suite 785,East Christianport,MD,08605,1320304,0.05,1320304.79505
packaging,Secure Encase,708-240-7250,348 Ryan Glen Apt. 608,Port Johnton,ME,34236,0977208,0.15,0977208.17007
distributor,Prime Network,247-380-6209,3966 Alexander Rest,Paulbury,NM,36266,1388153,0.05,1388153.18891
restaurant,Flavorful Brasserie,4457765050,9782 Baker Branch Suite 480,Rebeccafurt,WV,86746,1234737,0.05,1234737.43696
farm,Misty Grove Farm,(690)621-8848,41143 Waller Lock,New Jacobshire,DC,28949,1158766,0.05,1158766.29334
landBasedReceiver,Fresh Fisheries,4496710701,018 Barry Groves,Leefort,CT,01209,0885856,0.05,0885856.39050
processor,Fresh Foods,(329)685-7169,489 King Estates,South Jamesfort,AL,48384,1344407,0.15,1344407.99952
distributor,Superior Supply,557-966-8933,892 Rice Centers,Reyesside,MD,57942,0826760,0.15,0826760.53696
packaging,Eco Pack,502-930-6391,2449 Greer Burg,East Todd,TX,35532,0872363,0.05,0872363.59679
seafoodFarm,Nautical Fishery,(268)699-8058,4445 John Knolls Apt. 443,Susanborough,NJ,82376,0743579,0.05,0743579.80065
seafoodFarm,Sea Aquafarm,(247)966-2004,847 Aaron Shore Suite 181,East Courtney,NJ,33385,0869969,0.05,0869969.83178
seafoodFarm,Aqua Aquafarm,526-364-7131,2230 Simmons Plains,Meaganfurt,TX,33176,1343004,0.05,1343004.62858
groceryNoTransform,Fresh Foods,(406)670-4802,653 Chavez Lakes,New Patrickview,OK,14811,0937312,0.15,0937312.64663
seafoodFarm,Blue Fish Farm,(650)744-2765,973 Sarah Spurs Suite 996,West Katie,CT,54906,1344817,0.15,1344817.18614
distributor,Global Distribution,8895295877,6234 Harrison Keys Suite 800,Mosleymouth,VT,73201,1081287,0.05,1081287.55930
seafoodFarm,Ocean Fishery,953-945-6001,8059 Chris Springs,Morganshire,NH,45158,0740137,0.15,0740137.95213
farm,Golden Meadows Farm,339-880-4556,063 Shelton Rest,Washingtonside,WY,20469,0892378,0.05,0892378.43969
farm,Golden Fields Farm,(610)932-3503,8581 Young Spring,Christopherland,IL,56088,1098517,0.05,1098517.41491
distributor,Global Trade,(876)305-7004,243 Strong Rue Suite 395,Annfort,SD,33445,1191103,0.15,1191103.27384
wholesaler,Best Distributors,4988608787,01121 Victoria Drives Apt. 870,Lauraville,OR,67278,0860220,0.15,0860220.45589
processor,Organic Provisions,2674872763,985 Washington Loaf,East Leahville,PR,37846,1012747,0.05,1012747.27067
processor,Fresh Products,248-876-5408,64167 Adams Skyway,Leslieland,AZ,54671,0965010,0.05,0965010.16777
processor,Wholesome Foods,5716335799,894 Hernandez Village,Manningstad,TX,94795,1069501,0.15,1069501.48938
farm,Golden Valley Farm,(507)438-5428,084 Matthew Brooks Suite 808,East Danielhaven,ND,18924,1296350,0.15,1296350.43048
landBasedReceiver,Aqua Maritime,(561)626-5760,0173 Rodriguez Streets,Lake Lindaborough,NY,99575,1034568,0.05,1034568.97004
grocery,Healthy Bazaar,582-482-5364,369 Stephanie Lake,Perrychester,MT,23258,0932784,0.05,0932784.35342
restaurant,Fusion Cafe,7287127298,5894 Boyle Place,East Ronaldbury,UT,16378,1312393,0.15,1312393.38570
processor,Premium Manufacturing,(322)808-6375,589 Johnson Square Suite 124,Lake Katherine,NV,44848,1017484,0.05,1017484.64062
grocery,Fine Emporium,373-610-7826,999 Mikayla Highway Apt. 814,Manningland,GA,39599,1251221,0.15,1251221.10059
farm,Peaceful Fields Farm,(234)512-5927,7463 Phillips Hills Suite 923,Port Miguel,ID,61380,1240258,0.05,1240258.41015
grocery,Premium Corner,4873333445,36056 Kevin Crescent Suite 856,New Vincent,MS,67749,1140786,0.05,1140786.35845
farm,Golden Grove Farm,7736640957,0946 Donald Hollow,Dixonside,KS,64011,0874303,0.8,0874303.51139
distributor,Premium Services,793-863-7298,31527 Regina Estates Suite 194,Vangtown,MD,32786,0992367,0.05,0992367.97578
packaging,Bio Wraps,565-572-8754,281 Kyle Inlet,Barberview,NV,87985,0960888,0.05,0960888.80176
restaurant,Savory Diner,3136867342,212 Travis Gardens Suite 898,East Samuel,PA,86462,0975380,0.05,0975380.26973
packaging,Green Solutions,9912911564,63745 Diana Road,Melanieshire,CA,27277,0775982,0.05,0775982.28930
seafoodFarm,Sea Fish Farm,3959327963,59103 Campbell Coves,Jamesbury,RI,35782,0794857,0.15,0794857.47763
farm,Sunny Grove Farm,6356664226,16207 Li Knoll,North Kimberly,IL,08769,1324902,0.15,1324902.73503
grocery,Premium Corner,362-800-0946,413 Catherine Plains Suite 090,Huertafurt,FL,73353,0816984,0.15,0816984.97055
groceryNoTransform,Premium Shop,346-783-6163,261 Tammy Plains,Hernandezton,IA,36806,1025937,0.15,1025937.96532
landBasedReceiver,Coastal Catchers,4199757859,39178 Kennedy Highway,Houstonhaven,SC,82524,1122227,0.8,1122227.55899
processor,Fresh Foods,(289)583-1876,9543 Martin Cape,East Zachary,NM,15121,1331524,0.8,1331524.64425
wholesaler,Premium Traders,(331)805-7696,12866 Brittany Wall,Port Staceyborough,WI,80051,1331303,0.15,1331303.81144
farm,Lucky Orchard Farm,8402644703,096 Morgan Street Suite 903,West Sylvia,LA,95287,1031742,0.15,1031742.89180
landBasedReceiver,Wave Catchers,(520)432-2210,6521 Terri Pass Suite 999,New Rebeccamouth,VA,35450,1392995,0.05,1392995.71679
grocery,Natural Emporium,2552073273,031 Avery Trail,Scottfort,OH,13302,1188120,0.05,1188120.52471
wholesaler,Global Supplies,(461)939-9179,08796 John Squares,Teresaberg,PA,01953,0881459,0.15,0881459.66480
wholesaler,Quality Provisions,9809061872,3311 Bennett Mountains Suite 250,Travismouth,PA,82959,0743834,0.8,0743834.28509
seafoodFarm,Blue Fish Farm,6986560381,91082 Cynthia Hollow,East Tara,NY,84860,1095142,0.8,1095142.45695
processor,Premium Industries,(978)371-1888,22579 Nicholas Inlet Apt. 594,South Jenniferland,NC,34300,1088500,0.05,1088500.49903
distributor,Superior Network,403-631-0836,94540 Wendy Lock Suite 084,Lake Oliviaside,AZ,90220,1398225,0.05,1398225.27454
grocery,Healthy Bazaar,(954)320-2416,345 Emily Lock Suite 524,Lindseyland,CT,66562,1376168,0.15,1376168.34979
groceryNoTransform,Premium Bazaar,5025972018,23927 Kimberly Parks Suite 936,Bakermouth,AS,57778,0680407,0.15,0680407.24085
restaurant,Charming Tavern,8433043631,10628 Salinas Center,Reynoldsshire,TX,22726,0833134,0.15,0833134.37185
distributor,Reliable Distribution,8507577286,8241 Samantha Cape,North Stacychester,MT,30595,1167214,0.05,1167214.54036
farm,Breezy Pastures Farm,9692972379,82584 Rogers Expressway Suite 263,Greenton,IL,05551,1313560,0.05,1313560.11678
farm,Peaceful Acres Farm,559-914-8438,0540 Betty Spurs Suite 908,New Morganborough,HI,30515,1211801,0.05,1211801.53724
landBasedReceiver,Wave Maritime,(571)983-1881,919 Porter Trafficway,Joshuaville,DE,16547,0971646,0.05,0971646.86665
